id,superhero_name,real_name,publisher,alignment,gender,race,occupation,intelligence,strength,speed,durability,power,combat,image_url,api_url
255,Fighting Spirit,Carol Carter,DC Comics,good,Female,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1167.jpg,https://akabab.github.io/superhero-api/api/id/255.json
256,Fin Fang Foom,,Marvel Comics,good,Male,Kakarantharaian,-,50,81,23,100,75,70,https://www.superherodb.com/pictures2/portraits/10/100/1518.jpg,https://akabab.github.io/superhero-api/api/id/256.json
257,Firebird,Bonita Juarez,Marvel Comics,good,Female,null,"Social worker, adventurer",38,8,40,14,100,42,https://www.superherodb.com/pictures2/portraits/10/100/58.jpg,https://akabab.github.io/superhero-api/api/id/257.json
258,Firelord,Pyreus Kril,Marvel Comics,good,-,null,"Former starship captain, former herald of Galactus",38,63,75,90,52,28,https://www.superherodb.com/pictures2/portraits/10/100/59.jpg,https://akabab.github.io/superhero-api/api/id/258.json
259,Firestar,Angelica Jones,Marvel Comics,good,Female,Mutant,Student,50,8,54,55,71,32,https://www.superherodb.com/pictures2/portraits/10/100/60.jpg,https://akabab.github.io/superhero-api/api/id/259.json
260,Firestorm,Jason Rusch,DC Comics,good,Male,null,University student; former food server at Bryson's Family Treat; former mascot at Ho-Ho Charlie's Chicken Shack; former intern at S.T.A.R. Labs,50,53,58,56,100,42,https://www.superherodb.com/pictures2/portraits/10/100/689.jpg,https://akabab.github.io/superhero-api/api/id/260.json
261,Firestorm,Ronald Raymond,DC Comics,good,Male,Human,Adventurer; former employee of Bun 'n Run,38,80,58,80,100,40,https://www.superherodb.com/pictures2/portraits/10/100/10395.jpg,https://akabab.github.io/superhero-api/api/id/261.json
262,Fixer,Paul Norbert Ebersol,Marvel Comics,bad,-,null,Criminal inventor,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/9.jpg,https://akabab.github.io/superhero-api/api/id/262.json
263,Flash,Jay Garrick,DC Comics,good,Male,Human,"Research Scientist, part-time Director of Garrick Laboratories",63,10,100,50,68,32,https://www.superherodb.com/pictures2/portraits/10/100/891.jpg,https://akabab.github.io/superhero-api/api/id/263.json
264,Flash Gordon,Steven Gordon,null,good,Male,null,-,null,69,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1345.jpg,https://akabab.github.io/superhero-api/api/id/264.json
265,Flash II,Barry Allen,Black Racer,good,Male,Black Racer,Forensic Scientist,88,48,100,60,100,60,https://www.superherodb.com/pictures2/portraits/10/100/892.jpg,https://akabab.github.io/superhero-api/api/id/265.json
266,Flash III,Wally West,Speed Demon,good,Male,Human,"Adventurer, Mechanic for the KCPD",63,10,100,60,100,32,https://www.superherodb.com/pictures2/portraits/10/100/690.jpg,https://akabab.github.io/superhero-api/api/id/266.json
267,Flash IV,Bartholomew Allen II,Impulse,good,Male,Human,Police trainee,63,10,100,32,100,48,https://www.superherodb.com/pictures2/portraits/10/100/893.jpg,https://akabab.github.io/superhero-api/api/id/267.json
268,Forge,,Marvel Comics,good,-,null,"Inventor working for the U.S. government, former soldier",63,10,12,28,25,48,https://www.superherodb.com/pictures2/portraits/10/100/62.jpg,https://akabab.github.io/superhero-api/api/id/268.json
269,Franklin Richards,Franklin  Richards,Marvel Comics,good,Male,Mutant,Student,63,80,50,60,100,50,https://www.superherodb.com/pictures2/portraits/10/100/63.jpg,https://akabab.github.io/superhero-api/api/id/269.json
270,Franklin Storm,Dr. Franklin Storm,Marvel Comics,good,-,null,Surgeon,38,10,1,1,0,10,https://www.superherodb.com/pictures2/portraits/10/100/170.jpg,https://akabab.github.io/superhero-api/api/id/270.json
271,Frenzy,Joanna Cargill,Marvel Comics,bad,Female,null,Mercenary,63,53,35,100,38,52,https://www.superherodb.com/pictures2/portraits/10/100/1108.jpg,https://akabab.github.io/superhero-api/api/id/271.json
272,Frigga,Frigga,Marvel Comics,good,Female,null,"Queen of Asgard, goddess of marriage",null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/172.jpg,https://akabab.github.io/superhero-api/api/id/272.json
273,Galactus,Galan,Marvel Comics,neutral,Male,Cosmic Entity,"Planet Devourer, Third Force of the Universe - balance between Eternity and Death, Nullifying Abraxas' Influence on the Multiverse, Third Face of the Living Tribunal - representing Equity",100,100,83,100,100,50,https://www.superherodb.com/pictures2/portraits/10/100/862.jpg,https://akabab.github.io/superhero-api/api/id/273.json
274,Gambit,Remy Etienne LeBeau,Marvel Comics,good,Male,Mutant,"Jean Grey School for Higher Learning, Salem Center, Westchester County, New York; formerly Utopia, San Francisco Bay, California; Xavier Institute, Salem Center, Westchester County, New York; New Orleans; Paris; Cairo; Illinois",63,10,23,28,55,84,https://www.superherodb.com/pictures2/portraits/10/100/64.jpg,https://akabab.github.io/superhero-api/api/id/274.json
275,Gamora,Gamora Zen Whoberi Ben Titan,Marvel Comics,good,Female,Zen-Whoberian,"Assassin, mercenary, adventurer",75,85,42,85,53,100,https://www.superherodb.com/pictures2/portraits/10/100/65.jpg,https://akabab.github.io/superhero-api/api/id/275.json
276,Garbage Man,Richard Ethan Morse,DC Comics,good,Male,Mutant,-,null,82,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1467.jpg,https://akabab.github.io/superhero-api/api/id/276.json
277,Gary Bell,Gary Bell,SyFy,good,Male,Alpha,-,63,5,8,10,54,10,https://www.superherodb.com/pictures2/portraits/10/100/1526.jpg,https://akabab.github.io/superhero-api/api/id/277.json
278,General Zod,Dru-Zod,DC Comics,bad,Male,Kryptonian,-,94,100,96,100,100,95,https://www.superherodb.com/pictures2/portraits/10/100/837.jpg,https://akabab.github.io/superhero-api/api/id/278.json
279,Genesis,Tyler Dayspring,Marvel Comics,good,Male,null,"Former would-be world conqueror, arms dealer, soldier, freedom fighter",null,68,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1055.jpg,https://akabab.github.io/superhero-api/api/id/279.json
280,Ghost Rider,Johnny Blaze,Marvel Comics,good,Male,Demon,Former stunt motorcyclist,50,55,25,100,100,60,https://www.superherodb.com/pictures2/portraits/10/100/67.jpg,https://akabab.github.io/superhero-api/api/id/280.json
281,Ghost Rider II,Daniel Ketch,Marvel Comics,good,-,null,-,null,70,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/68.jpg,https://akabab.github.io/superhero-api/api/id/281.json
282,Giant-Man,Hank Pym,Ant-Man,good,Male,Human,-,null,78,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/858.jpg,https://akabab.github.io/superhero-api/api/id/282.json
283,Giant-Man II,,Marvel Comics,good,Male,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/343.jpg,https://akabab.github.io/superhero-api/api/id/283.json
284,Giganta,Doris Zuel,DC Comics,bad,Female,null,"Criminal, former Scientist, Professor at Ivy University",81,89,23,85,32,42,https://www.superherodb.com/pictures2/portraits/10/100/1376.jpg,https://akabab.github.io/superhero-api/api/id/284.json
285,Gladiator,Kallark,Marvel Comics,neutral,Male,Strontian,Majestor of the Shi'ar Empire; Former Praetor of the Imperial Guard; possibly former Herald of Galactus,50,100,100,100,77,70,https://www.superherodb.com/pictures2/portraits/10/100/1521.jpg,https://akabab.github.io/superhero-api/api/id/285.json
286,Goblin Queen,Madelyne Jennifer Pryor,Marvel Comics,bad,Female,null,-,75,10,23,28,65,56,https://www.superherodb.com/pictures2/portraits/10/100/1054.jpg,https://akabab.github.io/superhero-api/api/id/286.json
287,Godzilla,Gojira,,bad,-,Kaiju,-,44,100,54,100,100,20,https://www.superherodb.com/pictures2/portraits/10/100/10590.jpg,https://akabab.github.io/superhero-api/api/id/287.json
288,Gog,,DC Comics,bad,Male,null,-,50,34,47,72,39,56,https://www.superherodb.com/pictures2/portraits/10/100/693.jpg,https://akabab.github.io/superhero-api/api/id/288.json
289,Goku,Kakarot,Shueisha,good,Male,Saiyan,-,56,100,75,90,100,100,https://www.superherodb.com/pictures2/portraits/10/100/1284.jpg,https://akabab.github.io/superhero-api/api/id/289.json
290,Goliath,Erik Josten,Atlas,good,Male,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/845.jpg,https://akabab.github.io/superhero-api/api/id/290.json
291,Goliath,Clint Barton,Hawkeye,good,Male,Human,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/847.jpg,https://akabab.github.io/superhero-api/api/id/291.json
292,Goliath,Hank Pym,Ant-Man,good,Male,Human,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/846.jpg,https://akabab.github.io/superhero-api/api/id/292.json
293,Goliath IV,William Barrett Foster,Marvel Comics,good,Male,null,"Biochemist, inventor, research scientist, adventurer; (formerly) circus performer, soldier",null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/879.jpg,https://akabab.github.io/superhero-api/api/id/293.json
294,Gorilla Grodd,Grodd,DC Comics,bad,Male,Gorilla,-,81,53,33,70,100,65,https://www.superherodb.com/pictures2/portraits/10/100/694.jpg,https://akabab.github.io/superhero-api/api/id/294.json
295,Granny Goodness,,DC Comics,bad,Female,null,-,null,96,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1344.jpg,https://akabab.github.io/superhero-api/api/id/295.json
296,Gravity,Greg Willis,Marvel Comics,good,Male,Human,Student,50,32,33,40,69,30,https://www.superherodb.com/pictures2/portraits/10/100/74.jpg,https://akabab.github.io/superhero-api/api/id/296.json
297,Greedo,Greedo,George Lucas,bad,Male,Rodian,Bounty Hunter,38,10,13,15,31,40,https://www.superherodb.com/pictures2/portraits/10/100/10468.jpg,https://akabab.github.io/superhero-api/api/id/297.json
298,Green Arrow,Oliver Queen,DC Comics,good,Male,Human,Professional Crime-fighter; Multi-Billionaire,81,12,35,28,39,90,https://www.superherodb.com/pictures2/portraits/10/100/696.jpg,https://akabab.github.io/superhero-api/api/id/298.json
299,Green Goblin,Norman Osborn,Marvel Comics,bad,Male,Human,"Professional criminal, owner and president of Osborn Industries",100,48,38,60,48,50,https://www.superherodb.com/pictures2/portraits/10/100/579.jpg,https://akabab.github.io/superhero-api/api/id/299.json
300,Green Goblin II,Harold Osborn,Marvel Comics,bad,Male,null,-,75,55,37,50,44,26,https://www.superherodb.com/pictures2/portraits/10/100/25.jpg,https://akabab.github.io/superhero-api/api/id/300.json
301,Green Goblin III,Barton Hamilton,Marvel Comics,good,Male,null,Psychiatrist,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/351.jpg,https://akabab.github.io/superhero-api/api/id/301.json
302,Green Goblin IV,Phillip Benjamin Urich,Marvel Comics,good,Male,null,"College student, former vigilante, intern at Daily Bugle",null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/75.jpg,https://akabab.github.io/superhero-api/api/id/302.json
303,Groot,Groot,Marvel Comics,good,Male,Flora Colossus,-,75,85,33,70,100,64,https://www.superherodb.com/pictures2/portraits/10/100/10017.jpg,https://akabab.github.io/superhero-api/api/id/303.json
304,Guardian,James Hudson,Marvel Comics,good,Male,Human,"Engineer, government agent, adventurer",null,45,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/76.jpg,https://akabab.github.io/superhero-api/api/id/304.json
305,Guy Gardner,Guy Gardner,DC Comics,good,Male,Human-Vuldarian,Former High School gym teacher; former bar owner; currently Honor guard of the Green Lantern Corps,38,90,53,64,100,64,https://www.superherodb.com/pictures2/portraits/10/100/700.jpg,https://akabab.github.io/superhero-api/api/id/305.json
306,Hal Jordan,Hal Jordan,DC Comics,good,Male,Human,"Adventurer, Air Force Test Pilot",69,90,75,80,100,70,https://www.superherodb.com/pictures2/portraits/10/100/697.jpg,https://akabab.github.io/superhero-api/api/id/306.json
307,Han Solo,Han Solo,George Lucas,good,Male,Human,-,50,10,17,20,43,60,https://www.superherodb.com/pictures2/portraits/10/100/10456.jpg,https://akabab.github.io/superhero-api/api/id/307.json
308,Hancock,John Hancock,Sony Pictures,good,Male,Human,-,63,90,67,100,100,50,https://www.superherodb.com/pictures2/portraits/10/100/1109.jpg,https://akabab.github.io/superhero-api/api/id/308.json
309,Harley Quinn,Harley Quinn,DC Comics,bad,Female,Human,Psychiatrist,88,12,33,65,55,80,https://www.superherodb.com/pictures2/portraits/10/100/701.jpg,https://akabab.github.io/superhero-api/api/id/309.json
310,Harry Potter,Harry James Potter,J. K. Rowling,good,Male,Human,Head of the Department of Magical Law Enforcement[,75,7,21,10,100,50,https://www.superherodb.com/pictures2/portraits/10/100/10878.jpg,https://akabab.github.io/superhero-api/api/id/310.json
311,Havok,Alexander Summers,Marvel Comics,good,Male,Mutant,"Currently Adventurer, formerly Graduate student in geophysics",63,10,25,60,71,45,https://www.superherodb.com/pictures2/portraits/10/100/77.jpg,https://akabab.github.io/superhero-api/api/id/311.json
312,Hawk,Henry Hall,DC Comics,good,Male,null,-,38,38,35,95,43,42,https://www.superherodb.com/pictures2/portraits/10/100/1382.jpg,https://akabab.github.io/superhero-api/api/id/312.json
313,Hawkeye,Clint Barton,Goliath,good,Male,Human,Adventurer,56,12,21,10,29,80,https://www.superherodb.com/pictures2/portraits/10/100/73.jpg,https://akabab.github.io/superhero-api/api/id/313.json
314,Hawkeye II,Katherine Elizabeth Bishop,Marvel Comics,good,Female,Human,Student; Adventurer; Fugitive,50,6,8,10,24,50,https://www.superherodb.com/pictures2/portraits/10/100/10043.jpg,https://akabab.github.io/superhero-api/api/id/314.json
315,Hawkgirl,Kendra Saunders,DC Comics,good,Female,null,"Adventurer, Film School Student, Temp Curator of the Stonechat Museum",50,28,53,99,96,72,https://www.superherodb.com/pictures2/portraits/10/100/703.jpg,https://akabab.github.io/superhero-api/api/id/315.json
316,Hawkman,Carter Hall,DC Comics,good,Male,null,Adventurer,null,66,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/839.jpg,https://akabab.github.io/superhero-api/api/id/316.json
317,Hawkwoman,Shayera Hol,DC Comics,good,Female,null,-,null,96,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/702.jpg,https://akabab.github.io/superhero-api/api/id/317.json
318,Hawkwoman II,Sharon Parker,DC Comics,good,Female,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1129.jpg,https://akabab.github.io/superhero-api/api/id/318.json
319,Hawkwoman III,Shayera Thal,DC Comics,good,Female,null,Police Officer,null,92,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1130.jpg,https://akabab.github.io/superhero-api/api/id/319.json
320,Heat Wave,Mick Rory,DC Comics,bad,Male,Human,Professional Criminal,38,10,17,45,27,30,https://www.superherodb.com/pictures2/portraits/10/100/705.jpg,https://akabab.github.io/superhero-api/api/id/320.json
321,Hela,,Marvel Comics,bad,Female,Asgardian,"Asgardian Goddess of Death, former Ruler of Hel and Niffleheim",63,100,46,100,100,45,https://www.superherodb.com/pictures2/portraits/10/100/10835.jpg,https://akabab.github.io/superhero-api/api/id/321.json
322,Hellboy,Anung Un Rama,Dark Horse Comics,good,Male,Demon,-,63,53,21,95,73,75,https://www.superherodb.com/pictures2/portraits/10/100/813.jpg,https://akabab.github.io/superhero-api/api/id/322.json
323,Hellcat,Patricia Walker,Marvel Comics,good,Female,Human,"Housemaker, model, adventurer, supernatural investigator",63,11,33,45,46,70,https://www.superherodb.com/pictures2/portraits/10/100/79.jpg,https://akabab.github.io/superhero-api/api/id/323.json
324,Hellstorm,Daimon Hellstrom,Marvel Comics,good,Male,null,"Ruler of Hell, former Demonologist, occult investigator, exorcist and priest",null,56,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/80.jpg,https://akabab.github.io/superhero-api/api/id/324.json
325,Hercules,Heracles,Marvel Comics,good,Male,Demi-God,"Adventurer, Olympian God of Strength and Labor, later Olympian God of Heroes",63,100,46,85,89,100,https://www.superherodb.com/pictures2/portraits/10/100/78.jpg,https://akabab.github.io/superhero-api/api/id/325.json
326,Hiro Nakamura,Hiro Nakamura,NBC - Heroes,good,Male,null,Office worker,null,15,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/947.jpg,https://akabab.github.io/superhero-api/api/id/326.json
327,Hit-Girl,Mindy McCready,Icon Comics,good,Female,Human,-,56,7,29,20,27,65,https://www.superherodb.com/pictures2/portraits/10/100/1336.jpg,https://akabab.github.io/superhero-api/api/id/327.json
328,Hobgoblin,Roderick Kingsley,Marvel Comics,bad,Male,null,Fashion designer,null,53,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/896.jpg,https://akabab.github.io/superhero-api/api/id/328.json
329,Hollow,Monet St. Croix,Marvel Comics,good,Female,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/931.jpg,https://akabab.github.io/superhero-api/api/id/329.json
330,Hope Summers,Hope Summers,Marvel Comics,good,Female,null,-,63,10,12,32,93,75,https://www.superherodb.com/pictures2/portraits/10/100/1351.jpg,https://akabab.github.io/superhero-api/api/id/330.json
331,Howard the Duck,Howard (Last name unrevealed),Marvel Comics,good,Male,null,"Many and various, including former candidate for the United States presidency but usually unemployed",null,44,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/82.jpg,https://akabab.github.io/superhero-api/api/id/331.json
332,Hulk,Bruce Banner,Marvel Comics,good,Male,Human / Radiation,"Nuclear physicist, Agent of S.H.I.E.L.D.",88,100,63,100,98,85,https://www.superherodb.com/pictures2/portraits/10/100/83.jpg,https://akabab.github.io/superhero-api/api/id/332.json
333,Human Torch,Johnny Storm,Marvel Comics,good,Male,Human / Radiation,Adventurer,63,11,63,70,87,42,https://www.superherodb.com/pictures2/portraits/10/100/362.jpg,https://akabab.github.io/superhero-api/api/id/333.json
334,Huntress,Helena Rosa Bertinelli,Batgirl III,good,Female,null,Vigilante; High school English teacher,69,10,23,28,34,95,https://www.superherodb.com/pictures2/portraits/10/100/707.jpg,https://akabab.github.io/superhero-api/api/id/334.json
335,Husk,Paige Elisabeth Guthrie,Marvel Comics,good,Female,Mutant,"Adventurer; formerly student, activist",63,63,35,78,48,64,https://www.superherodb.com/pictures2/portraits/10/100/84.jpg,https://akabab.github.io/superhero-api/api/id/335.json
336,Hybrid,Scott Washington,Marvel Comics,good,Male,Symbiote,-,63,63,58,75,100,80,https://www.superherodb.com/pictures2/portraits/10/100/10493.jpg,https://akabab.github.io/superhero-api/api/id/336.json
337,Hydro-Man,Morris Bench,Marvel Comics,bad,Male,null,Professional Criminal; former crewman of cargo ship,38,13,25,80,66,50,https://www.superherodb.com/pictures2/portraits/10/100/1451.jpg,https://akabab.github.io/superhero-api/api/id/337.json
338,Hyperion,Mark Milton,Marvel Comics,good,Male,Eternal,"Adventurer; (Formerly) Cartoonist, government agent",88,100,100,95,87,80,https://www.superherodb.com/pictures2/portraits/10/100/1286.jpg,https://akabab.github.io/superhero-api/api/id/338.json
339,Iceman,Bobby Drake,Marvel Comics,good,Male,Mutant,"Adventurer, formerly teacher, accountant, student",63,32,53,100,100,64,https://www.superherodb.com/pictures2/portraits/10/100/816.jpg,https://akabab.github.io/superhero-api/api/id/339.json
340,Impulse,Bartholomew Allen II,Flash IV,good,Male,Human,"Adventurer, Student",50,10,100,60,74,60,https://www.superherodb.com/pictures2/portraits/10/100/895.jpg,https://akabab.github.io/superhero-api/api/id/340.json
341,Indiana Jones,Indiana Jones,George Lucas,good,Male,Human,Archaeologist,69,10,17,30,19,30,https://www.superherodb.com/pictures2/portraits/10/100/10560.jpg,https://akabab.github.io/superhero-api/api/id/341.json
342,Indigo,Iroque,DC Comics,neutral,Female,Alien,Leader of the Indigo Tribe,75,63,50,50,100,50,https://www.superherodb.com/pictures2/portraits/10/100/708.jpg,https://akabab.github.io/superhero-api/api/id/342.json
343,Ink,Eric Gitter,Marvel Comics,good,Male,Mutant,-,38,28,17,40,73,50,https://www.superherodb.com/pictures2/portraits/10/100/10337.jpg,https://akabab.github.io/superhero-api/api/id/343.json
344,Invisible Woman,Susan Storm Richards,Marvel Comics,good,Female,Human / Radiation,"Member of the Fantastic Four, financial manager for Fantastic Four Inc, occasional model and actress",88,10,27,85,93,56,https://www.superherodb.com/pictures2/portraits/10/100/620.jpg,https://akabab.github.io/superhero-api/api/id/344.json
345,Iron Fist,Danny Rand,Marvel Comics,good,Male,Human,"Adventurer; formerly co-owner of Rand-Meachum, Inc., bodyguard, private investigator, research assistant, warrior",75,55,33,50,95,100,https://www.superherodb.com/pictures2/portraits/10/100/1120.jpg,https://akabab.github.io/superhero-api/api/id/345.json
346,Iron Man,Tony Stark,Marvel Comics,good,Male,Human,"Inventor, Industrialist; former United States Secretary of Defense",100,85,58,85,100,64,https://www.superherodb.com/pictures2/portraits/10/100/85.jpg,https://akabab.github.io/superhero-api/api/id/346.json
347,Iron Monger,Obadiah Stane,Marvel Comics,bad,Male,null,CEO Stane International,88,63,25,90,57,56,https://www.superherodb.com/pictures2/portraits/10/100/886.jpg,https://akabab.github.io/superhero-api/api/id/347.json
348,Isis,Adrianna Tomaz,DC Comics,good,Female,null,"Adventurer, formerly First Lady of Kahndaq, former slave",75,48,75,46,50,56,https://www.superherodb.com/pictures2/portraits/10/100/1164.jpg,https://akabab.github.io/superhero-api/api/id/348.json
349,Jack Bauer,Kiefer Sutherland,null,good,Male,null,-,null,43,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1203.jpg,https://akabab.github.io/superhero-api/api/id/349.json
350,Jack of Hearts,Jonathan Hart,Marvel Comics,good,Male,Human,Adventurer,63,55,100,30,77,30,https://www.superherodb.com/pictures2/portraits/10/100/86.jpg,https://akabab.github.io/superhero-api/api/id/350.json
351,Jack-Jack,Jack-Jack Parr,Dark Horse Comics,good,Male,Human,-,6,34,67,80,100,6,https://www.superherodb.com/pictures2/portraits/10/100/871.jpg,https://akabab.github.io/superhero-api/api/id/351.json
352,James Bond,James Bond,Titan Books,good,Male,Human,00 Agent,88,13,17,35,25,90,https://www.superherodb.com/pictures2/portraits/10/100/10404.jpg,https://akabab.github.io/superhero-api/api/id/352.json
353,James T. Kirk,James T. Kirk,Star Trek,good,Male,Human,Captain,69,11,17,30,30,75,https://www.superherodb.com/pictures2/portraits/10/100/10565.jpg,https://akabab.github.io/superhero-api/api/id/353.json
354,Jar Jar Binks,Jar Jar Binks,George Lucas,good,Male,Gungan,-,10,6,33,10,21,15,https://www.superherodb.com/pictures2/portraits/10/100/10563.jpg,https://akabab.github.io/superhero-api/api/id/354.json
355,Jason Bourne,Jason Bourne,null,good,Male,Human,-,88,12,29,30,26,100,https://www.superherodb.com/pictures2/portraits/10/100/10477.jpg,https://akabab.github.io/superhero-api/api/id/355.json
356,Jean Grey,Jean Grey,Phoenix,good,Female,Mutant,Adventurer,94,80,21,20,92,70,https://www.superherodb.com/pictures2/portraits/10/100/814.jpg,https://akabab.github.io/superhero-api/api/id/356.json
357,Jean-Luc Picard,Jean-Luc Picard,Star Trek,good,Male,Human,Commanding officer USS Enterprise (NCC-1701-E),75,10,17,30,26,65,https://www.superherodb.com/pictures2/portraits/10/100/10567.jpg,https://akabab.github.io/superhero-api/api/id/357.json
358,Jennifer Kale,Jennifer Kale,Marvel Comics,good,Female,null,"Sorceress, student",75,10,35,42,74,72,https://www.superherodb.com/pictures2/portraits/10/100/1321.jpg,https://akabab.github.io/superhero-api/api/id/358.json
359,Jesse Quick,Jesse Chambers,Liberty Belle II,good,Female,Human,-,null,42,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/10544.jpg,https://akabab.github.io/superhero-api/api/id/359.json
360,Jessica Cruz,Jessica Cruz,DC Comics,good,Female,Human,-,56,90,46,50,100,55,https://www.superherodb.com/pictures2/portraits/10/100/10650.jpg,https://akabab.github.io/superhero-api/api/id/360.json
361,Jessica Jones,Jessica Campbell Jones Cage,Power Woman,good,Female,Human,"Special Consultant to ""The Pulse"", a Daily Bugle supplement; formerly private investigator, adventurer, short-time vigilante",56,44,50,70,18,55,https://www.superherodb.com/pictures2/portraits/10/100/10403.jpg,https://akabab.github.io/superhero-api/api/id/361.json
362,Jessica Sanders,,NBC - Heroes,good,Female,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1029.jpg,https://akabab.github.io/superhero-api/api/id/362.json
363,Jigsaw,Billy Russo,Marvel Comics,bad,Male,null,Professional mobster,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/887.jpg,https://akabab.github.io/superhero-api/api/id/363.json
364,Jim Powell,Jim Powell,ABC Studios,good,Male,null,Police Sketch Artist,38,38,23,80,23,20,https://www.superherodb.com/pictures2/portraits/10/100/1354.jpg,https://akabab.github.io/superhero-api/api/id/364.json
365,JJ Powell,JJ Powell,ABC Studios,good,Male,null,Student,88,10,8,10,14,10,https://www.superherodb.com/pictures2/portraits/10/100/1357.jpg,https://akabab.github.io/superhero-api/api/id/365.json
366,Johann Krauss,Johann Krauss,Dark Horse Comics,good,Male,null,-,null,30,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1121.jpg,https://akabab.github.io/superhero-api/api/id/366.json
367,John Constantine,John Constantine,DC Comics,good,Male,Human,-,63,10,8,40,54,65,https://www.superherodb.com/pictures2/portraits/10/100/718.jpg,https://akabab.github.io/superhero-api/api/id/367.json
368,John Stewart,John Stewart,DC Comics,good,Male,Human,Architect,56,85,42,64,100,65,https://www.superherodb.com/pictures2/portraits/10/100/873.jpg,https://akabab.github.io/superhero-api/api/id/368.json
369,John Wraith,John Wraith,Marvel Comics,good,Male,null,"Former Spy, Government Operative, Mercenary, Soldier",75,12,35,28,87,80,https://www.superherodb.com/pictures2/portraits/10/100/1314.jpg,https://akabab.github.io/superhero-api/api/id/369.json
370,Joker,Jack Napier,DC Comics,bad,Male,Human,-,100,10,12,60,43,70,https://www.superherodb.com/pictures2/portraits/10/100/719.jpg,https://akabab.github.io/superhero-api/api/id/370.json
371,Jolt,Helen Takahama,Marvel Comics,good,Female,null,Adventurer,63,12,27,32,31,42,https://www.superherodb.com/pictures2/portraits/10/100/1323.jpg,https://akabab.github.io/superhero-api/api/id/371.json
372,Jubilee,Jubilation Lee,Marvel Comics,good,Female,Mutant,"Student, Adventurer",56,8,22,20,66,90,https://www.superherodb.com/pictures2/portraits/10/100/87.jpg,https://akabab.github.io/superhero-api/api/id/372.json
373,Judge Dredd,Joseph Dredd,Rebellion,good,Male,Human,Mega-City Judge,75,18,38,50,52,95,https://www.superherodb.com/pictures2/portraits/10/100/1163.jpg,https://akabab.github.io/superhero-api/api/id/373.json
374,Juggernaut,Cain Marko,Marvel Comics,neutral,Male,Human,"Adventurer formerly Professional criminal, mercenary, soldier",44,100,42,100,85,70,https://www.superherodb.com/pictures2/portraits/10/100/826.jpg,https://akabab.github.io/superhero-api/api/id/374.json
375,Junkpile,,Marvel Comics,bad,Male,Mutant,Mercenary; Former member of S.H.I.E.L.D.,50,38,17,90,81,30,https://www.superherodb.com/pictures2/portraits/10/100/10002.jpg,https://akabab.github.io/superhero-api/api/id/375.json
376,Justice,Vance Astrovik,Marvel Comics,good,Male,Human,Adventurer,50,10,33,70,55,30,https://www.superherodb.com/pictures2/portraits/10/100/88.jpg,https://akabab.github.io/superhero-api/api/id/376.json
377,Jyn Erso,Jyn Erso,George Lucas,good,Female,Human,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/10562.jpg,https://akabab.github.io/superhero-api/api/id/377.json
378,K-2SO,,George Lucas,good,Male,Android,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/10643.jpg,https://akabab.github.io/superhero-api/api/id/378.json
379,Kang,Nathaniel Richards,Iron Lad,bad,Male,null,-,100,48,58,70,100,70,https://www.superherodb.com/pictures2/portraits/10/100/1053.jpg,https://akabab.github.io/superhero-api/api/id/379.json
